yorum,aspect,sentiment
Çok memnunum. Şarz kalitesi çok iyi. Tavsiye ederim.,kalite,pozitif
Çok pratik güEl ürün paketleme sağlam,kalite,pozitif
Çok pratik güEl ürün paketleme sağlam,ambalaj,pozitif
Çok teşekkürler ilk defa internete güvenerek aldım çok güzel öok menunum hiç problem yok,genel,pozitif
"Çok çabuk geldi inanamadık. Anneme hediye almıştım. Sorunsuz geldi, güvenip alabilirsiniz.Teşekkürler.",genel,pozitif
Çok ısınıyor,batarya,negatif
Öncelikle muazzam hızlı bir şekilde elime ulaştı.Yaklaşık 18 saatte elimdeydi telefon.Kargolama biraz daha özenli olabilirdi.Kargonun dışında ezilmeler vardı.Te,kargo,pozitif
Öncelikle muazzam hızlı bir şekilde elime ulaştı.Yaklaşık 18 saatte elimdeydi telefon.Kargolama biraz daha özenli olabilirdi.Kargonun dışında ezilmeler vardı.Te,ambalaj,negatif
ÜRÜN İYİ FİYAT ÇOK YÜKSEK,fiyat,negatif
ÜRÜN İYİ FİYAT ÇOK YÜKSEK,fiyat,negatif
Ürüm sağlam bir şekilde elime teslim edildi. İçinden adaptörü de çıkıyor. Bir aydır kullanıyorum ve hiçbir sıkıntı yok teşekkür ederim,kargo,pozitif
Ürüm sağlam bir şekilde elime teslim edildi. İçinden adaptörü de çıkıyor. Bir aydır kullanıyorum ve hiçbir sıkıntı yok teşekkür ederim,kalite,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,genel,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,kargo,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,kalite,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,ambalaj,pozitif
Ürün 5 günde anca gelime ulaştı ayrıca faturası yok lütfen faturasını gönderin ürünün ayrıca paketleme çok özensiz,kargo,negatif
Ürün ambalajı şeffaf jelatin üstünde yoktu. Açılmıştı sanırım daha önce iade edilen bir ürünü tarafıma göndermişler. Ürün içerisinden faturası çıkmadı faturanın,genel,negatif
Ürün ambalajı şeffaf jelatin üstünde yoktu. Açılmıştı sanırım daha önce iade edilen bir ürünü tarafıma göndermişler. Ürün içerisinden faturası çıkmadı faturanın,kalite,negatif
Ürün açılmadı sarjı yoktur umarım sarj aletim bugun saat 7 de gelecek açılmazsa iade yapacam hayal kırıklığı yaşıyorum o kadar da para verdim,fiyat,negatif
Ürün açılmadı sarjı yoktur umarım sarj aletim bugun saat 7 de gelecek açılmazsa iade yapacam hayal kırıklığı yaşıyorum o kadar da para verdim,batarya,negatif
Ürün bu kutunun içerisinde telefon da patpata sarılmış şekilde geldi hiçbir kusuru yok telefonumu şuan kullanıyorum mağazadan daha uygun olduğu için hayatımda i,fiyat,notr
Ürün bu kutunun içerisinde telefon da patpata sarılmış şekilde geldi hiçbir kusuru yok telefonumu şuan kullanıyorum mağazadan daha uygun olduğu için hayatımda i,ambalaj,notr
Ürün elime ulaştı kargolama özensiz öyle bir kutu içerisine konulmuş içinde de irsaliye var oda yırtık bu nasıl bir dikkatsizliktir az bir miktar değil verdiğim,kargo,negatif
Ürün elime ulaştı kargolama özensiz öyle bir kutu içerisine konulmuş içinde de irsaliye var oda yırtık bu nasıl bir dikkatsizliktir az bir miktar değil verdiğim,ambalaj,negatif
Ürün elime çok güzel bir şekilde ulaştı hiç tereddüt etmeden alabilirsiniz görseldekiyle birebir aynı ve çok güzel..,genel,pozitif
Ürün gayet güzel herhangi bir hasar almadan geldi fakat kargo şirketi bekleyin eşim kapıyı açacak dememe rağmen telefonu kapının önüne bırakıp gitti bu kadar pa,kargo,negatif
Ürün gayet güzel herhangi bir hasar almadan geldi fakat kargo şirketi bekleyin eşim kapıyı açacak dememe rağmen telefonu kapının önüne bırakıp gitti bu kadar pa,ambalaj,pozitif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,kalite,negatif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,batarya,negatif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,ambalaj,negatif
Ürün gayet iyi 3 güne elime ulaştı teşekkürler Trendyol,kargo,pozitif
Ürün geldi kapalı kutu kart yeri çalışmıyor hat okumuyor,kalite,negatif
Ürün geldi sigortası filan nasıl yapılıyor garantisi yani nerde kagıdu,genel,notr
"Ürün gelmedi saçma sapan kablosuz kulaklık yollamışlar, ilgi alaka sıfır tüketici haklarına şikayet ettim",genel,negatif
Ürün guzel paketlenmiş bir sekilde elime ulaştı  tunun içinden Salatalık değil.  samsung A24  128 gb. 4 Ram Açıklaması. Fatura Çıkmadı içinden. Elektronik fatur,genel,negatif
Ürün guzel paketlenmiş bir sekilde elime ulaştı  tunun içinden Salatalık değil.  samsung A24  128 gb. 4 Ram Açıklaması. Fatura Çıkmadı içinden. Elektronik fatur,kargo,pozitif
Ürün güzel alınır,genel,pozitif
Ürün güzel ama faturada tc kimlik no yapılmadığı icin indirimden yararlanamadin,genel,pozitif
Ürün güzel ama faturada tc kimlik no yapılmadığı icin indirimden yararlanamadin,fiyat,negatif
Ürün güzel ama kargolama sıfır. Patpat ı hediye olarak göndermişler herhal telefon ayrı yerde pat pat ayrı yerde. Trendyol şikayetin çok kargolama ya dikkat et,genel,negatif
Ürün güzel ama kargolama sıfır. Patpat ı hediye olarak göndermişler herhal telefon ayrı yerde pat pat ayrı yerde. Trendyol şikayetin çok kargolama ya dikkat et,kalite,negatif
Ürün güzel araştırarak sipariş verdim ancak öğrenci indiriminden yararlanmak için fsturada gerekli bilgilerin olması şart. Faturanın yeniden düzenlenmesi talebi,genel,pozitif
Ürün güzel araştırarak sipariş verdim ancak öğrenci indiriminden yararlanmak için fsturada gerekli bilgilerin olması şart. Faturanın yeniden düzenlenmesi talebi,fiyat,negatif
Ürün güzel fakat yeni olmasına rağmen fazla kullanmama rağmen şarjzı çabuk bitiyor,genel,pozitif
Ürün güzel fakat yeni olmasına rağmen fazla kullanmama rağmen şarjzı çabuk bitiyor,batarya,negatif
Ürün güzel hakkını veriyor elime ulaştı fakat yani bizler zor geçinen insanlarız yanına bir kılıf hediye olarak koysaydınız ne olurdu veyahut bir şarz başlığı,genel,pozitif
Ürün güzel hakkını veriyor elime ulaştı fakat yani bizler zor geçinen insanlarız yanına bir kılıf hediye olarak koysaydınız ne olurdu veyahut bir şarz başlığı,kargo,pozitif
Ürün güzel paketlenmişti sorun yok,genel,pozitif
Ürün güzel paketlenmişti sorun yok,ambalaj,pozitif
Ürün güzel şekilde geldi herkes gönül rahatlığıyla alabilir.,genel,pozitif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,genel,pozitif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,kargo,negatif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,ambalaj,pozitif
Ürün hızlı geldi memnun kaldım herkese tavsiye ediyorum,genel,pozitif
Ürün hızlı geldi memnun kaldım herkese tavsiye ediyorum,kargo,pozitif
Ürün hızlı ve güvenli geldi kapalı kutuda geldi ama telefon sarılmamış halde açıkta idi normalde izole yapılması gerekiyor içinde zarar gorebilirdi sanliyimki b,ambalaj,notr
Ürün iyi güzel fakat kargo Aras olduğu için aşırı sıkıntılı ve yavaş,genel,pozitif
Ürün iyi güzel fakat kargo Aras olduğu için aşırı sıkıntılı ve yavaş,kargo,negatif
Ürün kaçak çıktı bir yıl sonra,genel,negatif
Ürün kaçak çıktı kimse telefon almasın burdan,genel,negatif
Ürün o kadar sağlam ve o kadar hızlı geldi ki teşekkür ederim severek kullanıyorum,kargo,pozitif
Ürün o kadar sağlam ve o kadar hızlı geldi ki teşekkür ederim severek kullanıyorum,kalite,pozitif
Ürün sağlam ama kutusunun hali ve hiçbir şeye sarılı olmaması trendyola güvenimi sarstı,kalite,pozitif
Ürün sağlam ama kutusunun hali ve hiçbir şeye sarılı olmaması trendyola güvenimi sarstı,ambalaj,negatif
Ürün sağlam imei numarası kayıtlı ama çok özensiz paketlenmiş mucize ile sağlam gelmiş diyebilirim,kalite,pozitif
Ürün sağlam imei numarası kayıtlı ama çok özensiz paketlenmiş mucize ile sağlam gelmiş diyebilirim,ambalaj,negatif
Ürün sorunsuz bir şekilde teslim edildi.Mağazalara göre fiyatı uygun,kargo,pozitif
Ürün sorunsuz bir şekilde teslim edildi.Mağazalara göre fiyatı uygun,fiyat,pozitif
Ürün sorunsuz geldi. Ve orjinal.,kalite,pozitif
Ürün sıkıntılı konuşurken karşıya sesim çok az gidiyor 25 - 30 günlük ürün daha bu satıcı firmadan ( trendyol) değişim talep ediyorum henüz değişim yapmadılar t,ses_goruntu,negatif
Ürün telefon görüşmesi sırasında sesim karşı tarafa gitmiyor hoparlörden konuşuyorum ses gidiyor hoparlörü kapatıyorum ses gitmiyor,ses_goruntu,negatif
Ürün çok geç teslim edildi. üstelik hicbirsekilde sabitlenmemisti kutunun içinde sallana sallana gelmiş. Bu günlerde trendyol saticisindan aldığım her şeyde sor,kargo,negatif
Ürün çok geç teslim edildi. üstelik hicbirsekilde sabitlenmemisti kutunun içinde sallana sallana gelmiş. Bu günlerde trendyol saticisindan aldığım her şeyde sor,ambalaj,negatif
Ürün çok güzel çok beğendim paketleme de güzeldi,genel,pozitif
Ürün çok güzel çok beğendim paketleme de güzeldi,ambalaj,pozitif
Ürün çok hızlı elime ulaştı ve mükemmel çok memnun kaldım,genel,pozitif
Ürün çok hızlı elime ulaştı ve mükemmel çok memnun kaldım,kargo,pozitif
Ürün çok iyi geldi paketleme gayet iyiydi hasarsız şekilde elime ulaştı teşekkürler,kargo,pozitif
Ürün çok iyi geldi paketleme gayet iyiydi hasarsız şekilde elime ulaştı teşekkürler,ambalaj,pozitif
"Ürün çok kötü paketlenmişti, ürünün kırılmamış olması büyük şans. Paketlemeyi düzgün yapmaları gerekirdi. Bu yüzden puanım 1. Alacak olanlar buna dikkat etsinle",kalite,negatif
"Ürün çok kötü paketlenmişti, ürünün kırılmamış olması büyük şans. Paketlemeyi düzgün yapmaları gerekirdi. Bu yüzden puanım 1. Alacak olanlar buna dikkat etsinle",ambalaj,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,genel,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,fiyat,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,ambalaj,negatif
Ürünü 4 ay kullandık sıfır almıştık telefoncuya satmaya götürünce ögrendik ki yenilenmiş göndermişler sim kart yerinde imei yazmıyordu güvenmeyin almayın,genel,negatif
Ürünü 4 ay kullandık sıfır almıştık telefoncuya satmaya götürünce ögrendik ki yenilenmiş göndermişler sim kart yerinde imei yazmıyordu güvenmeyin almayın,kalite,negatif
Ürünü alır almaz garantiye göndereceğim,genel,negatif
Ürünüm elime ulaştı paketlenmesi vs güzeldi herhangi bi sorun yaşamadım gayet güzel,kargo,pozitif
Ürünüm elime ulaştı paketlenmesi vs güzeldi herhangi bi sorun yaşamadım gayet güzel,ambalaj,pozitif
Ürünümü teslim aldim . hevesle kutuyu actim o kadar ozensizdiki. ne sarmislar ne koruyucu pat pata sarmislar kutuyu bir actim telefon kutuda sabit degil sallani,kargo,negatif
Ürünümü teslim aldim . hevesle kutuyu actim o kadar ozensizdiki. ne sarmislar ne koruyucu pat pata sarmislar kutuyu bir actim telefon kutuda sabit degil sallani,ambalaj,negatif
Ürünün Faturası elime ulaşmadı,genel,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,genel,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,kalite,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,batarya,negatif
Ürünün şarjı su gibi bitiyor çok ısınıyor ve iadesi olmuyor kesinlikle tavsiye etmiyorum,batarya,negatif
Ürünün şarjı su gibi bitiyor çok ısınıyor ve iadesi olmuyor kesinlikle tavsiye etmiyorum,batarya,negatif
çok güzel bir telefon,genel,pozitif
çok güzel bir ürün süper hızlı ve güler yüzlü teslim edilmiş çok mükemmel pakeleme çok teşekkür ederiz Trendyol ekspres,genel,pozitif
çok güzel bir ürün süper hızlı ve güler yüzlü teslim edilmiş çok mükemmel pakeleme çok teşekkür ederiz Trendyol ekspres,kargo,pozitif
çok güzel sağlam ulaştı elimize,kalite,pozitif
çok güzel ürün hediye aldım çok beğendim tavsiye ederim,genel,pozitif
çok kullanışlı bir telefon,genel,notr
çok memnunuz herşey olması gerektiği gibi,genel,pozitif
çok teşekkürler,genel,pozitif
çok çabuk ısınıyor,batarya,negatif
çok özensiz sarılmıştı telefon icinden fırlamıştı hic memnun kalmadım bu arada telefonun faturasi veya garanti belgesi hic bir şekilde gelmedi gönderirseniz sev,genel,negatif
çok şükür ulaştı biraz sorunlar oldu ama elime ulaştı çok begenfim tavsiye ederim,genel,pozitif
çok şükür ulaştı biraz sorunlar oldu ama elime ulaştı çok begenfim tavsiye ederim,kargo,notr
ürün arızalı geldi önermiyorum hiçbir şekildede ilgilenilmedi.,genel,negatif
ürün arızalı geldi önermiyorum hiçbir şekildede ilgilenilmedi.,kalite,negatif
ürün arızalı çıktı Tüketici Hakem Heyeti ile birebir değişim kararı verildi 2 Ocak'tan belli ürünün değiştirilmesini bekliyorum Tam 2 aydır Trendyol ürünü değiş,kalite,negatif
ürün bozuk geldi iade ettim kabul etmediğiniz sürece değişim istiyorum lutfen,genel,negatif
ürün bozuk geldi iade ettim kabul etmediğiniz sürece değişim istiyorum lutfen,kalite,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,genel,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,kalite,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,batarya,negatif
ürün elimize ulaştiginda açıp kullanmaya başladık ilk gün ekran işiğinin gidip geldiğini göz kırpar gibi olduğunu farkettik hâlâ yardımcı olunmadı garantiyle il,ses_goruntu,negatif
ürün gayet güzel beğendim sorunsuz elime ulaştı tereddütsuz alınabilir,genel,pozitif
ürün gayet güzel beğendim sorunsuz elime ulaştı tereddütsuz alınabilir,kargo,pozitif
ürün geldi şehir disindayim eşim aldı garanti belgesi çıkmadı kiminle iletişime gircez bilemiyorum,genel,negatif
ürün güzel fakat ben alırken banka tarafından sorun yaşadım ve bunu fırsat bilip indirimli fiyatını yükseltip ben aldıktan sonra anında geri düşürmeniz gerçekte,genel,negatif
ürün güzel fakat ben alırken banka tarafından sorun yaşadım ve bunu fırsat bilip indirimli fiyatını yükseltip ben aldıktan sonra anında geri düşürmeniz gerçekte,fiyat,negatif
ürün iyi ama ekran görüntüsü almak sor,genel,pozitif
ürün iyi ama ekran görüntüsü almak sor,ses_goruntu,pozitif
ürün iyi fakat şarj aleti neden yok bir anlam veremedim.neden müşteriyi şarj aletini dışardan almak zorunda bırakıyorlar.bence çok yalnis bir tutum.maliyetini ü,genel,pozitif
ürün iyi fakat şarj aleti neden yok bir anlam veremedim.neden müşteriyi şarj aletini dışardan almak zorunda bırakıyorlar.bence çok yalnis bir tutum.maliyetini ü,batarya,negatif
ürün iyi orijinal kesinlikle ama çiziliyor çabuk,genel,pozitif
ürün iyi orijinal kesinlikle ama çiziliyor çabuk,kalite,negatif
ürün iyi👍,genel,pozitif
ürün kısa zamanda elime ulaştı teşekkürler,kargo,pozitif
ürün teslim edildi lakin faturası kesilmedi. 3 defa fatura talebinde bulundum ama hala dönüş sağlanmadı.,kargo,negatif
ürün zaten Apple kalitesi güzel kutu da biraz ezilme var köşesinde onun haricinde fatura yoktu .,kalite,negatif
ürün çok güzel tavsiye ediyorum,genel,pozitif
ürünü kulanmaya başladıktan bir iki ay sonra donma ve kasma yapmaya başladı malesef,genel,negatif
"ürünü paketlemek için sardıkları şişme havalı poşet süs olarak koymuşlar yanına, kargo paketinin içinde sallanıyor du",kargo,notr
"ürünü paketlemek için sardıkları şişme havalı poşet süs olarak koymuşlar yanına, kargo paketinin içinde sallanıyor du",ambalaj,notr
ürünü yeni aldım ürün güzel bir sıkıntı gözükmüyor şimdilik hızlı geçişler kullanım i iyi,genel,pozitif
ürünüm yanlış renk ve faturasız geldi,ses_goruntu,negatif
ürünün paketlenmesi güzel ve sağlamşekilde elimize ulaştı güvenle alıp kullanabilirsiniz tavsiye ederim,genel,pozitif
ürünün paketlenmesi güzel ve sağlamşekilde elimize ulaştı güvenle alıp kullanabilirsiniz tavsiye ederim,kalite,pozitif
ürünün paketlenmesi güzel ve sağlamşekilde elimize ulaştı güvenle alıp kullanabilirsiniz tavsiye ederim,ambalaj,pozitif
ürünün şarz aleti gelmedi sadece kablusu geldi bununla ilgili arkadaşlar ilgilensin,genel,negatif
İade talebimi reddettiler,genel,negatif
İlgi alaka sıfırr,genel,negatif
İlk aldığımda çok büyük tedirginlikle siparişi verdim. Yaklaşık 4-5 oldu kullanalı şimdiye kadar bir sıkıntısı çıkmadı. Satıcıya güveninden dolayı teşekkür eder,genel,pozitif
İlk başta almak istemedim orijinal ürün gelmez diye ama gönül rahatlıkla alabilirsiniz. Orijinal ve paketleme güzel. Teşekkürler,genel,pozitif
İlk başta almak istemedim orijinal ürün gelmez diye ama gönül rahatlıkla alabilirsiniz. Orijinal ve paketleme güzel. Teşekkürler,kalite,pozitif
İlk başta almak istemedim orijinal ürün gelmez diye ama gönül rahatlıkla alabilirsiniz. Orijinal ve paketleme güzel. Teşekkürler,ambalaj,pozitif
İlk defa iphone kullanıyorum kalite inanılmaz efsane bişey kargolama cok iyidi onun için ayrıca teşekkürler tek yıldız eksik vermemin nedeni şarjı çabuk bitiyor,kargo,pozitif
İlk defa iphone kullanıyorum kalite inanılmaz efsane bişey kargolama cok iyidi onun için ayrıca teşekkürler tek yıldız eksik vermemin nedeni şarjı çabuk bitiyor,kalite,negatif
İlk defa iphone kullanıyorum kalite inanılmaz efsane bişey kargolama cok iyidi onun için ayrıca teşekkürler tek yıldız eksik vermemin nedeni şarjı çabuk bitiyor,batarya,negatif
İphone 13 kalite herkes biliyor mükemmel ama bu satıcı telefonu kötü bir sekilde kolilemişti kolileme olayına 2 yıldız veriyorum,genel,pozitif
İphone 13 kalite herkes biliyor mükemmel ama bu satıcı telefonu kötü bir sekilde kolilemişti kolileme olayına 2 yıldız veriyorum,ambalaj,negatif
İyi gibi idare eder,genel,pozitif
İçim rahat aldım almak isteyenlere tavsiye ederim özellikle e devlet üzerinden imeli sorguladım ve kayıtlı çıktı çok şükür gayette özenliydi paketlemesi😌👌,genel,pozitif
İçim rahat aldım almak isteyenlere tavsiye ederim özellikle e devlet üzerinden imeli sorguladım ve kayıtlı çıktı çok şükür gayette özenliydi paketlemesi😌👌,ambalaj,pozitif
Şarj adaptörü yok,genel,negatif
Şarj aleti çıkmadı içinden almayın çok kasıyor,genel,negatif
Şarj aleti çıkmadı içinden almayın çok kasıyor,batarya,negatif
Şarj kablosu bozuk çıktı ve garanti belgesini göndermiyorlar servisle görüşün dediler kablonun fiyatı şuanda bin lira kadar muhattap olacağım kimse yok,genel,negatif
Şarj kablosu bozuk çıktı ve garanti belgesini göndermiyorlar servisle görüşün dediler kablonun fiyatı şuanda bin lira kadar muhattap olacağım kimse yok,kalite,negatif
Şarj kablosu bozuk çıktı ve garanti belgesini göndermiyorlar servisle görüşün dediler kablonun fiyatı şuanda bin lira kadar muhattap olacağım kimse yok,fiyat,negatif
Şarj kablosundan düşürdüm bir yıldızı nasıl şarj kablosunu göndermediniz ki yanlış ikisi de yanlış typc orjinal şarjını gönderin ya yada bu soruna çözüm bulun,kalite,negatif
Şarj kablosundan düşürdüm bir yıldızı nasıl şarj kablosunu göndermediniz ki yanlış ikisi de yanlış typc orjinal şarjını gönderin ya yada bu soruna çözüm bulun,batarya,negatif
Şarjı çok hızlı bitiyor tek kötü özelliği bu,batarya,negatif
Şarzda ve kullanımda aşırı ısınıyor. Sözde sıfır tlf. Aldım,batarya,negatif
Şarzı  az gidio,batarya,negatif
Şimdilik iyi bir telefon hızlı estetik.,genel,pozitif
şarj aleti yok,batarya,negatif
şarj aleti yoktu içinde,batarya,negatif
şarj kablosu yerine bu cıktı tam olarak şarj kablosu nerede acaba,batarya,negatif
👍güzel. kargolama da iyiydi,kargo,pozitif
🙏👍👍👍guvenilir satici,genel,pozitif
0 koruma geldi 00000. neyse ki saglam geldi. biraz daha para verilip farkli bir saticidan alinabilir.,kalite,pozitif
0 koruma geldi 00000. neyse ki saglam geldi. biraz daha para verilip farkli bir saticidan alinabilir.,fiyat,notr
1 Ay oldu alalım ilk ses az gidiyordu karşıya şuan da da ses hiç gitmiyor hem de kabında durduk yere sararmalar oldu,ses_goruntu,negatif
1 ay deneyip öyle yorum yapmak istedim ses kalitesi çok iyi hergün film ve müzik dinliyorum haftada 1 şarj ediyorum gayet uzun süre godiyorhızlıbteslimat için t,batarya,pozitif
1 ay deneyip öyle yorum yapmak istedim ses kalitesi çok iyi hergün film ve müzik dinliyorum haftada 1 şarj ediyorum gayet uzun süre godiyorhızlıbteslimat için t,ses_goruntu,pozitif
1 ay geçmedi sorun veriyor herhangi bi cihaza bağlanamıyor.Memnun kalmadım.,genel,negatif
1 ay gibi bir süre kullandım ve pek memnun değilim. yorumlara güvenerek almıştım. Öncelikle telefona bağlanması çok sıkıntılı kutudan çıkartır çıkartmaz bağlanm,genel,negatif
1 ay iyi kullandım. şimdi kutusu şarj olmuyor vs almayın iadeyle garantiyle uğraşmayın,genel,negatif
1 ay iyi kullandım. şimdi kutusu şarj olmuyor vs almayın iadeyle garantiyle uğraşmayın,batarya,negatif
1 ay kullanım tecrübemden sonra yazıyorum çok memnunum,genel,pozitif
1 senede eridi bataryası ses kalitesi normal pek iyi bir çekim gücü yok.,genel,negatif
1 senede eridi bataryası ses kalitesi normal pek iyi bir çekim gücü yok.,batarya,negatif
1 senede eridi bataryası ses kalitesi normal pek iyi bir çekim gücü yok.,ses_goruntu,negatif
1 yıl geçmeden birinden ses gelmiyor. Bozuldu.,genel,negatif
1 yıl geçmeden birinden ses gelmiyor. Bozuldu.,kalite,notr
1 yıl geçmeden birinden ses gelmiyor. Bozuldu.,ses_goruntu,negatif
1 yıldan fazladır kullanıyorum. İyi ki almışım. 🥰🧿,genel,pozitif
1 yıldızı bile haketmiyolar ürünümü aldım hiç açmadan geri iade etmek istedim iadem reddedildi ürünün açıldığı söylendi ama ben ürünü hiç bir şekilde açmadım il,genel,negatif
1.nesil göndermişler,genel,negatif
1.nesil göndermişler,kalite,negatif
2 ay kullandıktan sonra sol kulaklık bozuldu,genel,negatif
2 ay kullandıktan sonra sol kulaklık bozuldu,kalite,negatif
2 aydır kullanıyorum çok memnunum telle görüşmek artık çok kolay ve güzel sesim rahatça gidiyor ve geliyor müzik dinlemek zaten keyifli,genel,pozitif
2 aydır kullanıyorum çok memnunum telle görüşmek artık çok kolay ve güzel sesim rahatça gidiyor ve geliyor müzik dinlemek zaten keyifli,ses_goruntu,pozitif
2 gün içinde geldi bir sorunu yok güzel orijinal ürün sadece güzel paketlememişler bir patpata sarılsa daha iyi olurdu,kalite,pozitif
2 gün içinde geldi bir sorunu yok güzel orijinal ürün sadece güzel paketlememişler bir patpata sarılsa daha iyi olurdu,ambalaj,pozitif
2 hafta önce aldım ama sağ kulaklıktan ses gelmiyor %10 şarj gösteriyor bazen bağlanmıyor garanti belgesi var değişim yapmak istiyorum veya tamir yardımcı olurs,genel,negatif
2 hafta önce aldım ama sağ kulaklıktan ses gelmiyor %10 şarj gösteriyor bazen bağlanmıyor garanti belgesi var değişim yapmak istiyorum veya tamir yardımcı olurs,batarya,negatif
2 hafta önce aldım ama sağ kulaklıktan ses gelmiyor %10 şarj gösteriyor bazen bağlanmıyor garanti belgesi var değişim yapmak istiyorum veya tamir yardımcı olurs,ses_goruntu,negatif
2 puan verdim çünkü kutu içinde şarj kablasu kulaklık silikonu yok,genel,negatif
2 sene önce de yine burdan almıştım fakat kardeşim kaybettiği için yeniden almak zorunda kaldım. Aşırı memnunum şimdiye kadar bir problem yaşamadım,genel,pozitif
2 tane aldım ikiside orijinal ses kalitesi çok iyi çok güzel telefonda karşıdakiyle konuşurken yan yana gibi mükemmel satıcıyada erken teslimat için çok teşekkü,genel,pozitif
2 tane aldım ikiside orijinal ses kalitesi çok iyi çok güzel telefonda karşıdakiyle konuşurken yan yana gibi mükemmel satıcıyada erken teslimat için çok teşekkü,kargo,pozitif
2 tane aldım ikiside orijinal ses kalitesi çok iyi çok güzel telefonda karşıdakiyle konuşurken yan yana gibi mükemmel satıcıyada erken teslimat için çok teşekkü,ses_goruntu,pozitif
"2, 3 bin TL ye aynı verimi alacağınız kulaklığı almak yerine bunu alabilirsiniz şarjı ortalama gidiyor seside çok açında dışarıdan duyuluyor kulaktanda asla düş",genel,pozitif
"2, 3 bin TL ye aynı verimi alacağınız kulaklığı almak yerine bunu alabilirsiniz şarjı ortalama gidiyor seside çok açında dışarıdan duyuluyor kulaktanda asla düş",fiyat,notr
"2, 3 bin TL ye aynı verimi alacağınız kulaklığı almak yerine bunu alabilirsiniz şarjı ortalama gidiyor seside çok açında dışarıdan duyuluyor kulaktanda asla düş",batarya,pozitif
"2, 3 bin TL ye aynı verimi alacağınız kulaklığı almak yerine bunu alabilirsiniz şarjı ortalama gidiyor seside çok açında dışarıdan duyuluyor kulaktanda asla düş",ses_goruntu,notr
2. Nesil sipariş ettim 1. Nesil yollanmış,genel,negatif
2. Nesil sipariş ettim 1. Nesil yollanmış,kalite,negatif
2. nesilden sonra 4. nesile geçmek ses kalitesi açısından fark yarattı diyebilirim. günlük çok işime yarayan bir ürün. teşekkürler,ses_goruntu,pozitif
"2.nesil kullanıyordum kaybettiğim için aldım, silikonlu kulaklık sevmiyorum kulaklık şekli çok hoşuma gitmedi 2.nesil kadar hoşlanmadım. ses kalitesi güzel. içi",ses_goruntu,pozitif
200-300₺ için orijinal sitesinden almadığıma pişmanım. Geldiğinde şarjı %0’dı beni biraz şüphelendirdi yenilenmiş olabileceğine dair. Genel olarak ürünü de beğe,genel,negatif
200-300₺ için orijinal sitesinden almadığıma pişmanım. Geldiğinde şarjı %0’dı beni biraz şüphelendirdi yenilenmiş olabileceğine dair. Genel olarak ürünü de beğe,kalite,negatif
